customer_id,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,used_special_discount,offer_application_preference
387,No,Credit/Debit Card Offers,Both,Fiber_Optic,No,Yes
388,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
389,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,Yes,No
390,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
391,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
392,No,Gift Vouchers/Coupons,Both,Wi-Fi,Yes,No
393,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
394,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
395,No,Without Offers,Smartphone,Fiber_Optic,No,Yes
396,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
397,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
398,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
399,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
400,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
401,No,Without Offers,Desktop,Mobile_Data,No,Yes
402,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
403,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
404,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
405,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
406,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
407,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
408,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
409,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,Yes
410,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,Yes,Yes
411,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,Yes
412,Yes,Without Offers,Both,Fiber_Optic,Yes,Yes
413,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
414,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
415,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,Yes,No
416,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
417,Yes,Without Offers,Desktop,Mobile_Data,Yes,Yes
418,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes
419,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
420,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,Yes,No
421,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
422,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
423,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
424,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,No,Yes
425,Yes,Credit/Debit Card Offers,Both,Mobile_Data,Yes,Yes
426,No,Without Offers,Desktop,Wi-Fi,Yes,No
427,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
428,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
429,No,Without Offers,Desktop,Wi-Fi,Yes,No
430,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
431,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,Yes
432,Yes,Credit/Debit Card Offers,Both,Mobile_Data,No,Yes
433,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
434,Yes,Without Offers,Desktop,Mobile_Data,Yes,Yes
435,Yes,Without Offers,Smartphone,Mobile_Data,No,Yes
436,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
437,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
438,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
439,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
440,Yes,Without Offers,Both,Wi-Fi,Yes,Yes
441,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
442,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
443,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
444,Yes,Without Offers,Both,Fiber_Optic,Yes,No
445,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,Yes
446,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,Yes
447,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
448,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
449,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,Yes
450,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
451,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
452,No,Gift Vouchers/Coupons,Both,Mobile_Data,No,Yes
453,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
454,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
455,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
456,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
457,Yes,Without Offers,Smartphone,Wi-Fi,No,Yes
458,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
459,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
460,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
461,No,Without Offers,Desktop,Fiber_Optic,No,Yes
462,Yes,Without Offers,Both,Wi-Fi,No,Yes
463,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
464,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
465,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,Yes
466,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
467,Yes,Without Offers,Smartphone,Mobile_Data,Yes,No
468,No,Without Offers,Desktop,Wi-Fi,No,Yes
469,No,Without Offers,Desktop,Mobile_Data,Yes,No
470,No,Without Offers,Desktop,Wi-Fi,No,Yes
471,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
472,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
473,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
474,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,Yes,No
475,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
476,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
477,No,Without Offers,Desktop,Mobile_Data,No,Yes
478,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
479,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
480,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,Yes
481,No,Credit/Debit Card Offers,Both,Mobile_Data,Yes,No
482,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
483,No,Credit/Debit Card Offers,Both,Fiber_Optic,Yes,Yes
484,No,Without Offers,Smartphone,Wi-Fi,No,Yes
485,No,Without Offers,Desktop,Mobile_Data,No,Yes
486,Yes,Without Offers,Smartphone,Wi-Fi,Yes,No
487,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
488,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
489,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
490,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
491,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
492,No,Without Offers,Desktop,Fiber_Optic,Yes,Yes
493,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,No,Yes
494,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
495,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
496,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
497,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
498,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
499,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
500,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
501,No,Without Offers,Desktop,Mobile_Data,No,Yes
502,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
503,Yes,Without Offers,Smartphone,Mobile_Data,Yes,No
504,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
505,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
506,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
507,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
508,Yes,Without Offers,Smartphone,Fiber_Optic,No,Yes
509,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
510,Yes,Without Offers,Both,Mobile_Data,Yes,No
511,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
512,No,Without Offers,Desktop,Wi-Fi,No,Yes
513,Yes,Without Offers,Smartphone,Wi-Fi,No,Yes
514,No,Without Offers,Smartphone,Mobile_Data,Yes,No
515,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
516,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
517,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,Yes,No
518,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
519,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
520,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
521,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
522,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
523,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
524,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
525,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
526,No,Without Offers,Desktop,Mobile_Data,Yes,No
527,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,Yes,Yes
528,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,Yes,No
529,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
530,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
531,No,Without Offers,Desktop,Mobile_Data,Yes,No
532,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
533,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
534,Yes,Without Offers,Smartphone,Mobile_Data,No,Yes
535,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,No,Yes
536,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,No,Yes
537,No,Without Offers,Desktop,Wi-Fi,Yes,No
538,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
539,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
540,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,No
541,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
542,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
543,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
544,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
545,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
546,No,Without Offers,Desktop,Mobile_Data,No,Yes
547,No,Without Offers,Smartphone,Mobile_Data,No,Yes
548,No,Without Offers,Both,Mobile_Data,No,Yes
549,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
550,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
551,No,Without Offers,Desktop,Mobile_Data,Yes,No
552,Yes,Credit/Debit Card Offers,Both,Wi-Fi,Yes,Yes
553,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
554,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
555,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
556,No,Gift Vouchers/Coupons,Both,Wi-Fi,Yes,Yes
557,No,Without Offers,Smartphone,Wi-Fi,No,Yes
558,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
559,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
560,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
561,No,Without Offers,Desktop,Mobile_Data,Yes,No
562,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
563,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
564,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
565,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
566,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
567,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
568,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
569,Yes,Without Offers,Smartphone,Mobile_Data,No,Yes
570,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
571,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
572,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
573,No,Without Offers,Desktop,Wi-Fi,No,Yes
574,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
575,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
576,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
577,Yes,Without Offers,Smartphone,Mobile_Data,Yes,Yes
578,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
579,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
580,Yes,Without Offers,Both,Mobile_Data,Yes,No
581,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
582,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
583,Yes,Without Offers,Smartphone,Wi-Fi,Yes,No
584,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
585,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
586,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,Yes
587,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
588,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
589,Yes,Without Offers,Smartphone,Wi-Fi,Yes,No
590,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
591,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,Yes,Yes
592,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
593,No,Without Offers,Desktop,Fiber_Optic,Yes,No
594,No,Credit/Debit Card Offers,Both,Wi-Fi,Yes,No
595,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
596,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
597,No,Without Offers,Desktop,Fiber_Optic,Yes,No
598,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
599,No,Without Offers,Desktop,Mobile_Data,Yes,No
600,Yes,Without Offers,Smartphone,Mobile_Data,Yes,No
601,Yes,Without Offers,Smartphone,Mobile_Data,No,Yes
602,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
603,Yes,Without Offers,Smartphone,Mobile_Data,No,Yes
604,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
605,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
606,No,Without Offers,Smartphone,Fiber_Optic,Yes,No
607,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
608,Yes,Without Offers,Both,Wi-Fi,Yes,No
609,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
610,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
611,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,No
612,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
613,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
614,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
615,Yes,Without Offers,Smartphone,Wi-Fi,Yes,No
616,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
617,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
618,No,Without Offers,Desktop,Wi-Fi,No,Yes
619,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
620,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
621,No,Gift Vouchers/Coupons,Both,Fiber_Optic,Yes,No
622,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
623,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
624,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
625,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
626,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
627,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,No
628,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
629,No,Without Offers,Desktop,Fiber_Optic,No,Yes
630,Yes,Without Offers,Both,Mobile_Data,No,Yes
631,No,Without Offers,Desktop,Wi-Fi,Yes,No
632,Yes,Without Offers,Both,Mobile_Data,No,Yes
633,Yes,Credit/Debit Card Offers,Both,Mobile_Data,No,Yes
634,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
635,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
636,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
637,Yes,Without Offers,Both,Fiber_Optic,No,Yes
638,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
639,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
640,No,Without Offers,Desktop,Wi-Fi,No,Yes
641,No,Without Offers,Desktop,Wi-Fi,Yes,No
642,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
643,No,Without Offers,Desktop,Mobile_Data,Yes,No
644,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
645,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,Yes
646,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
647,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
648,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
649,Yes,Without Offers,Both,Mobile_Data,Yes,Yes
650,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
651,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
652,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
653,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
654,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
655,Yes,Credit/Debit Card Offers,Both,Wi-Fi,Yes,No
656,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
657,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,Yes
658,No,Without Offers,Desktop,Mobile_Data,Yes,No
659,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
660,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
661,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
662,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
663,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
664,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
665,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
666,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes
667,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
668,Yes,Without Offers,Both,Fiber_Optic,Yes,Yes
669,No,Without Offers,Desktop,Mobile_Data,Yes,Yes
670,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
671,No,Without Offers,Desktop,Wi-Fi,No,Yes
672,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
673,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
674,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
675,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
676,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
677,Yes,Without Offers,Desktop,Fiber_Optic,Yes,Yes
678,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
679,Yes,Without Offers,Desktop,Wi-Fi,Yes,Yes
680,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
681,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
682,No,Without Offers,Smartphone,Fiber_Optic,Yes,No
683,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
684,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
685,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
686,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
687,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
688,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
689,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
690,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
691,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,Yes
692,No,Credit/Debit Card Offers,Both,Wi-Fi,Yes,Yes
693,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
694,Yes,Without Offers,Both,Wi-Fi,No,Yes
695,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,No
696,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
697,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
698,Yes,Without Offers,Smartphone,Mobile_Data,Yes,No
699,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,Yes,Yes
700,No,Without Offers,Desktop,Mobile_Data,Yes,No
701,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
702,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
703,Yes,Without Offers,Desktop,Mobile_Data,Yes,Yes
704,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
705,No,Without Offers,Both,Fiber_Optic,No,Yes
706,No,Without Offers,Desktop,Fiber_Optic,No,Yes
707,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
708,No,Without Offers,Desktop,Fiber_Optic,No,Yes
709,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes
710,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
711,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes
712,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
713,Yes,Without Offers,Smartphone,Wi-Fi,Yes,No
714,No,Gift Vouchers/Coupons,Both,Fiber_Optic,No,Yes
715,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
716,No,Without Offers,Smartphone,Mobile_Data,No,Yes
717,Yes,Without Offers,Smartphone,Wi-Fi,Yes,Yes
718,No,Without Offers,Both,Fiber_Optic,Yes,No
719,Yes,Without Offers,Smartphone,Wi-Fi,Yes,No
720,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
721,No,Without Offers,Desktop,Fiber_Optic,No,Yes
722,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
723,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
724,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
725,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
726,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
727,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
728,No,Without Offers,Smartphone,Wi-Fi,Yes,No
729,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
730,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
731,No,Gift Vouchers/Coupons,Both,Mobile_Data,No,Yes
732,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
733,Yes,Without Offers,Both,Fiber_Optic,Yes,Yes
734,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
735,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
736,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
737,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
738,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
739,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,Yes
740,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
741,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,Yes
742,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
743,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
744,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
745,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
746,No,Without Offers,Desktop,Wi-Fi,No,Yes
747,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
748,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
749,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
750,Yes,Without Offers,Smartphone,Mobile_Data,Yes,No
751,Yes,Credit/Debit Card Offers,Both,Mobile_Data,No,Yes
752,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,Yes
753,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
754,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
755,Yes,Without Offers,Smartphone,Wi-Fi,Yes,Yes
756,Yes,Without Offers,Smartphone,Fiber_Optic,No,Yes
757,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,No,Yes
758,No,Without Offers,Smartphone,Mobile_Data,No,Yes
759,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
760,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
761,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
762,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
763,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
764,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
765,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
766,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
767,Yes,Credit/Debit Card Offers,Both,Mobile_Data,Yes,No
768,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
769,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
770,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,Yes
771,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
772,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
773,Yes,Without Offers,Desktop,Fiber_Optic,No,Yes
774,Yes,Without Offers,Smartphone,Mobile_Data,No,Yes
775,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
